0.5176732,0.3080146,4.546804
0.08981173,0.09670642,3.480738
0.08980159,0.09672761,3.480737
0.08962854,0.09686069,3.480781
0.08950462,0.0967323,3.480812
0.08939259,0.09671225,3.480902
0.08906432,0.09681573,3.481223
0.08881689,0.09693846,3.481231
0.08869679,0.0969072,3.481231
0.08844933,0.09704512,3.481093
0.08817079,0.09717485,3.481169
0.08696003,0.09736533,3.481845
0.08671984,0.09751769,3.481868
0.08631841,0.09754265,3.482084
0.08590601,0.09760098,3.482296
0.08557677,0.09760799,3.482131
0.08462158,0.09759939,3.481804
0.08462158,0.09759939,3.481804
0.08390015,0.09739653,3.481954
0.08390015,0.09739653,3.481954
0.08325719,0.09729441,3.481893
0.08288366,0.09721713,3.481786
0.08186284,0.09687142,3.481884
0.08179875,0.09688438,3.481852
0.08102676,0.09683757,3.481746
0.08060619,0.09685935,3.481982
0.08032874,0.09690537,3.482014
0.08011195,0.09669958,3.481521
0.07912116,0.0974391,3.481093
0.07857754,0.09738655,3.481164
0.07806788,0.09731536,3.481128
0.07653045,0.09702385,3.480822
0.07458785,0.09762054,3.480334
0.07122636,0.09638964,3.477344
0.06715062,0.09691637,3.477243
0.06292444,0.0973723,3.478382
0.06005137,0.09660533,3.477407
0.05577944,0.09600588,3.477067
0.04978434,0.09358601,3.476856
0.04600311,0.09351429,3.476492
0.04215239,0.09382842,3.475917
0.03981527,0.09436704,3.476924
0.03577007,0.09423642,3.476296
0.0328229,0.09366176,3.472959
0.02954777,0.09286822,3.470258
0.02665156,0.0927171,3.465471
0.02515805,0.09297322,3.4645
0.02013612,0.09233597,3.461072
0.01724134,0.09165197,3.455401
0.01724134,0.09165197,3.455401
0.006052476,0.08947691,3.441415
-0.002758921,0.08512255,3.427547
-0.002758921,0.08512255,3.427547
-0.0163347,0.07918237,3.404731
-0.0163347,0.07918237,3.404731
-0.02063435,0.06727252,3.365952
-0.02566077,0.06452763,3.355338
-0.03145634,0.05941251,3.33376
-0.03454526,0.0568134,3.312245
-0.03773182,0.05300192,3.289768
-0.04066712,0.04825604,3.261127
-0.04263518,0.04686824,3.235618
-0.04434,0.04562414,3.211182
-0.04757505,0.04837544,3.182158
-0.04693562,0.05204162,3.150278
-0.05011242,0.05448901,3.127002
-0.05011242,0.05448901,3.127002
-0.05121087,0.058013,3.075933
-0.05121087,0.058013,3.075933
-0.05121087,0.058013,3.075933
-0.06045451,0.05859083,2.973985
-0.06208873,0.05881162,2.959109
-0.06294056,0.05625054,2.934375
-0.06693274,0.05478009,2.914828
-0.07274919,0.05261214,2.896075
-0.07274919,0.05261214,2.896075
-0.08605547,0.04833919,2.863411
-0.09454411,0.0454033,2.847598
-0.1042384,0.03810164,2.825872
-0.1120396,0.02855105,2.8059
-0.1120396,0.02855105,2.8059
-0.1269553,0.01417632,2.766945
-0.1321242,0.01127231,2.750377
-0.1377606,0.01050175,2.734257
-0.1485873,0.00832351,2.69788
-0.1562544,0.007932313,2.676516
-0.1684476,0.01127985,2.643581
-0.1763348,0.01253582,2.632371
-0.1940584,0.01300273,2.591602
-0.2053342,0.01338732,2.579267
-0.2165891,0.0123685,2.55081
-0.2296392,0.01480777,2.515088
-0.2296392,0.01480777,2.515088
-0.2334763,0.01666562,2.505541
-0.2497936,0.01568756,2.462194
-0.2595717,0.01538435,2.437096
-0.2658897,0.01471043,2.422389
-0.271698,0.01128406,2.394007
-0.2745357,0.008320899,2.379547
-0.2794036,0.002401881,2.350688
-0.2885642,-0.005340879,2.326038
-0.2932855,-0.009164472,2.311989
-0.3098013,-0.01644545,2.278596
-0.3174446,-0.018558,2.259284
-0.3359039,-0.02138043,2.230139
-0.3479491,-0.02328883,2.204149
-0.3578181,-0.02007912,2.141283
-0.3583302,-0.01848427,2.116152
-0.3583302,-0.01848427,2.116152
-0.3731286,-0.01923905,2.059427
-0.3803395,-0.02198162,2.029784
-0.3842069,-0.02235669,2.015041
-0.3896624,-0.02304818,1.99238
-0.395172,-0.02334066,1.964841
-0.4015549,-0.02217171,1.950434
-0.4101819,-0.02351126,1.925539
-0.4177395,-0.0224763,1.913003
-0.4243917,-0.02460743,1.893877
-0.4299418,-0.02874699,1.877822
-0.4348494,-0.03533873,1.86266
-0.4432984,-0.04391607,1.842511
-0.4524449,-0.06019949,1.799389
-0.4524449,-0.06019949,1.799389
-0.4657287,-0.06994384,1.750043
-0.4766289,-0.07534994,1.720316
-0.4878528,-0.07807586,1.692998
-0.4978613,-0.07910578,1.67069
-0.5117666,-0.07950421,1.641863
-0.5268711,-0.07780302,1.614699
-0.5447003,-0.07589284,1.596418
-0.5591266,-0.07869789,1.568461
-0.5703011,-0.07920317,1.555225
-0.5827656,-0.08044341,1.532573
-0.588446,-0.07887874,1.519649
-0.590746,-0.07834146,1.49658
-0.5966558,-0.07683256,1.487103
-0.6054922,-0.07614735,1.461763
-0.6145368,-0.07536235,1.451921
-0.621169,-0.07720491,1.438638
-0.621169,-0.07720491,1.438638
-0.6325056,-0.08508723,1.40592
-0.6365,-0.08885679,1.388801
-0.6452936,-0.1010355,1.354773
-0.6507922,-0.1078902,1.334192
-0.6549662,-0.112634,1.322427
-0.6592502,-0.1190756,1.303275
-0.6625872,-0.1276488,1.27903
-0.658151,-0.142431,1.24473
-0.6580251,-0.1453893,1.237404
-0.6521237,-0.1612448,1.208296
-0.6443374,-0.1695666,1.18583
-0.6289409,-0.1794868,1.154018
-0.6253049,-0.1835207,1.140812
-0.5995464,-0.1905892,1.123297
-0.5928165,-0.1956006,1.108371
-0.2252898,0.001389218,2.217417
-0.2270333,-0.0003401301,2.201095
-0.2284101,-0.001619704,2.184709
-0.2312135,-0.002771587,2.171969
-0.2373028,-0.003234738,2.145788
-0.2422423,-0.003696398,2.133014
-0.246338,-0.003430791,2.120099
-0.246338,-0.003430791,2.120099
-0.2534536,-0.005966082,2.098923
-0.2578689,-0.00784685,2.088118
-0.2613371,-0.009336234,2.076492
