0.4962309,0.2994745,4.534478
0.07908399,0.0864221,3.451977
0.07830753,0.08647434,3.451619
0.07805327,0.0864239,3.45151
0.07778439,0.08641049,3.451497
0.0774451,0.08636476,3.451411
0.07723653,0.08634708,3.451298
0.07601945,0.08649588,3.450668
0.07544412,0.08630736,3.450549
0.07523255,0.08624868,3.450079
0.07483959,0.0861809,3.449797
0.07423904,0.08610297,3.449771
0.07322267,0.0867261,3.449335
0.07244048,0.08705306,3.449294
0.0712407,0.08761626,3.448502
0.0712407,0.08761626,3.448502
0.07089369,0.08762664,3.448204
0.06880683,0.08640886,3.447423
0.0667629,0.08605317,3.446745
0.06303646,0.08544174,3.445574
0.05679362,0.08399425,3.444419
0.05131931,0.08384072,3.443323
0.05131931,0.08384072,3.443323
0.04318183,0.08265895,3.440867
0.0366838,0.08196072,3.439429
0.02793525,0.08169959,3.437192
0.02381662,0.08163267,3.435572
0.01974898,0.0821146,3.432703
0.01314831,0.08265264,3.427958
0.005913466,0.08300328,3.421917
0.001402242,0.08305106,3.414479
-0.004577425,0.08315086,3.40852
-0.01336558,0.08223021,3.390259
-0.01608765,0.07959771,3.380196
-0.01784309,0.07551708,3.367116
-0.01996771,0.07225839,3.349924
-0.02159454,0.06656927,3.335215
-0.02613169,0.06040829,3.316573
-0.02992504,0.0551813,3.29975
-0.03483352,0.04996201,3.278486
-0.03967228,0.0435921,3.252759
-0.04377424,0.03994443,3.226532
-0.04377424,0.03994443,3.226532
-0.05076057,0.03880713,3.176094
-0.05984855,0.04305571,3.139169
-0.06209659,0.0449577,3.112485
-0.07099368,0.04691234,3.08031
-0.07270602,0.04520853,3.055546
-0.07990247,0.04498926,3.030827
-0.08716669,0.0458443,2.987383
-0.08970714,0.04418898,2.966548
-0.09565622,0.04453691,2.946004
-0.09565622,0.04453691,2.946004
-0.1023339,0.04232911,2.907611
-0.1081395,0.04054567,2.886053
-0.1160207,0.03626055,2.866375
-0.1254034,0.03137829,2.844559
-0.1310398,0.02369429,2.822744
-0.1408694,0.01457069,2.799141
-0.1474723,0.006771235,2.777965
-0.1550848,-0.001686152,2.745745
-0.1598307,-0.006979543,2.716047
-0.1684441,-0.01039659,2.685001
-0.1791604,-0.01114596,2.657585
-0.1907854,-0.009677844,2.626342
-0.201427,-0.006818293,2.598979
-0.2183278,-0.002215728,2.565584
-0.2419104,0.000410544,2.507892
-0.2419104,0.000410544,2.507892
-0.2593622,0.001949928,2.459872
-0.269502,0.003293188,2.438962
-0.2778046,0.00441996,2.418869
-0.2870685,0.005272942,2.391584
-0.2924014,0.00431857,2.370188
-0.2972733,0.002697075,2.344565
-0.3048909,-0.001784034,2.323445
-0.3119909,-0.007585981,2.299462
-0.3176627,-0.01530504,2.274907
-0.3271806,-0.02434113,2.246971
-0.3486699,-0.03299707,2.22329
-0.3570736,-0.0408542,2.192428
-0.378105,-0.04290444,2.16057
-0.3835644,-0.04508546,2.131765
-0.4153867,-0.04387563,2.07056
-0.419035,-0.04006818,2.029967
-0.421904,-0.03941046,2.00195
-0.426203,-0.0406484,1.965557
-0.4318703,-0.04255606,1.941172
-0.4410939,-0.0462163,1.919327
-0.4410939,-0.0462163,1.919327
-0.4529866,-0.05407977,1.870375
-0.4569951,-0.05648795,1.841251
-0.463196,-0.05903523,1.81801
-0.4725786,-0.06004067,1.796281
-0.4822804,-0.0629223,1.772305
-0.4922855,-0.06642877,1.749841
-0.5006239,-0.07227228,1.733915
-0.5100757,-0.08150854,1.711687
-0.5174103,-0.09056694,1.686745
-0.5276133,-0.09798938,1.663738
-0.5352871,-0.1034312,1.637337
-0.5436272,-0.1103258,1.612896
-0.5545731,-0.112422,1.582213
-0.5620384,-0.1158494,1.554056
-0.5744631,-0.1187705,1.521257
-0.6068705,-0.1173515,1.467892
-0.6219458,-0.1163081,1.444062
-0.6331146,-0.1146444,1.418014
-0.6331146,-0.1146444,1.418014
-0.652083,-0.1169136,1.372223
-0.6581245,-0.11602,1.354588
-0.6648751,-0.1157573,1.333878
-0.6660383,-0.1162626,1.312735
-0.6688187,-0.1194794,1.29263
-0.6744494,-0.1235213,1.27226
-0.6759688,-0.1273166,1.252879
-0.677527,-0.1370951,1.233148
-0.6711764,-0.1583962,1.204715
-0.666985,-0.1772928,1.186197
-0.6916878,-0.1763045,1.160201
-0.2303269,-0.01510552,2.277074
-0.6457968,-0.1979266,1.133498
-0.242067,-0.01540181,2.257945
-0.6134194,-0.2078348,1.136941
-0.6073887,-0.2021425,1.130142
-0.2555945,-0.009982061,2.16449
-0.2642881,-0.009713144,2.139785
-0.2640339,-0.01098988,2.110217
-0.2659599,-0.01028298,2.093387
-0.2691216,-0.01191201,2.072095
-0.2735353,-0.0139707,2.053868
-0.2777519,-0.01565383,2.03879
-0.2818685,-0.0173974,2.024689
-0.2939624,-0.02078336,1.993436
-0.296519,-0.02182031,1.984342
-0.301814,-0.02202779,1.969461
-0.3081675,-0.0226022,1.957809
-0.3081675,-0.0226022,1.957809
-0.3204392,-0.02798314,1.927613
-0.3234467,-0.03037694,1.918798
-0.3234467,-0.03037694,1.918798
-0.3329084,-0.03844457,1.889195
-0.3371934,-0.04082959,1.881326
-0.3432148,-0.0440998,1.870605
-0.3432148,-0.0440998,1.870605
-0.3432148,-0.0440998,1.870605
-0.3783118,-0.05621492,1.828901
-0.3811174,-0.05612319,1.824961
-0.3896257,-0.05463497,1.815143
-0.3978834,-0.05183947,1.801424
-0.4063268,-0.04996185,1.78922
-0.421492,-0.04714543,1.761547
-0.4275853,-0.04616366,1.753869
-0.4349884,-0.04563825,1.745129
-0.4414294,-0.04470389,1.738105
-0.4474656,-0.0432832,1.73153
-0.4534702,-0.04205991,1.7245
-0.4534702,-0.04205991,1.7245
-0.4605267,-0.04018278,1.714972
-0.4605267,-0.04018278,1.714972
-0.4668931,-0.0388495,1.703886
-0.4689273,-0.03863075,1.698013
-0.4712147,-0.03805501,1.692284
-0.4727085,-0.03747825,1.687821
-0.4734798,-0.03747265,1.684116
-0.4739028,-0.03714741,1.679559
-0.4737893,-0.03706379,1.675619
-0.4724877,-0.03721575,1.671298
-0.4726758,-0.03765842,1.668998
-0.4722583,-0.03804714,1.664875
-0.4676123,-0.04105266,1.654559
-0.4653086,-0.04266963,1.648822
-0.4621637,-0.04524812,1.642336
-0.4603345,-0.04735261,1.636625
-0.456618,-0.04911683,1.630865
-0.4513869,-0.0505771,1.624604
-0.4479128,-0.05238786,1.620295
-0.4479128,-0.05238786,1.620295
-0.4456072,-0.05316068,1.615055
-0.4445019,-0.05428412,1.612388
-0.4439995,-0.05430339,1.609822
-0.4426077,-0.05445023,1.606555
-0.4426077,-0.05445023,1.606555
-0.4420377,-0.05414815,1.604018
-0.440837,-0.05416277,1.601779
-0.4396697,-0.05437561,1.599661
