0,3.128974
1,13.65292
2,13.96994
3,13.73779
4,13.72742
5,13.71526
6,14.14065
7,13.85277
8,13.62262
9,13.5506
10,13.49717
11,13.35267
12,13.25186
13,13.43762
14,13.34985
15,13.34985
16,13.58046
17,13.95803
18,13.45032
19,13.20862
20,14.55575
21,15.1911
22,15.1911
23,14.07759
24,13.0824
25,12.82935
26,12.34753
27,14.40219
28,14.71922
29,17.43061
30,18.80383
31,29.47102
32,25.99264
33,0.541792
34,23.86477
35,39.55768
36,39.38659
37,44.24887
38,6.873596
39,45.04358
40,42.46437
41,43.59211
42,1.597929
43,5.106411
44,15.49624
45,1.781272
46,1.781272
47,1.781272
48,26.2205
49,19.97442
50,18.52053
51,14.10898
52,14.10898
53,9.042966
54,18.2709
55,24.64322
56,31.44888
57,36.51294
58,40.65676
59,41.07129
60,44.09918
61,44.75881
62,44.49639
63,45.38882
64,44.94854
65,44.01854
66,43.73531
67,36.23567
68,36.23567
69,24.18909
70,20.34665
71,14.28541
72,7.448487
73,6.733615
74,8.351945
75,24.64159
76,31.14041
77,38.20726
78,41.33421
79,43.70967
80,44.27869
81,44.20184
82,43.95427
83,43.2768
84,43.80965
85,42.80571
86,32.96772
87,30.76584
88,28.73302
89,28.73302
90,16.15431
91,13.57186
92,8.914084
93,12.21333
94,20.77677
95,29.86295
96,36.92851
97,42.65961
98,47.76954
99,48.80587
100,45.92958
101,45.92958
102,45.17862
103,46.27138
104,40.91112
105,38.98235
106,35.32407
107,33.21524
108,26.26964
109,20.22685
110,20.22685
111,20.22685
112,9.045457
113,15.20204
114,15.20204
115,20.51489
116,21.0904
117,38.42917
118,35.84501
119,38.76779
120,38.50592
121,38.20691
122,38.20691
123,37.06744
124,36.93156
125,36.67765
126,35.21865
127,35.22626
128,34.86578
129,34.1292
130,40.80168
131,39.63403
132,36.8255
133,11.68169
134,10.90392
135,11.01039
136,17.26101
137,17.26101
138,26.99009
139,29.67202
140,29.67202
141,32.17471
142,32.17395
143,32.25271
144,32.25271
145,32.25271
146,32.13071
147,32.17821
148,32.42918
149,32.13092
150,31.72755
151,29.73632
152,28.52009
153,27.15258
154,24.75841
155,22.0774
156,18.70992
157,18.70992
158,13.37135
159,13.37135
160,10.12417
161,10.6083
162,10.44646
163,10.68084
164,11.60336
165,11.98104
166,11.85125
167,12.00639
168,12.79251
169,14.52902
170,15.66189
171,16.58606
172,16.63943
173,16.38555
174,16.19689
175,16.24784
176,16.33136
177,16.33136
178,16.37597
179,16.40559
180,16.47517
181,16.53574
182,16.53574
183,16.69317
184,16.86668
185,16.96847
